molecule_chembl_id,canonical_smiles,standard_value,standard_units,assay_description
CHEMBL4742076,Cl.Nc1nc(-c2ccc(NC(=O)c3cccc(Cl)c3)cc2)c[nH]1,4000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL3326191,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)c[nH]1,4000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL3326203,Cl.Nc1ncc(-c2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2)[nH]1,500.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL3326194,Cl.Nc1nc(-c2ccc(NC(=O)c3c(Cl)cc(Cl)cc3Cl)cc2)c[nH]1,16000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL3326202,Cl.Nc1ncc(-c2ccc(NC(=O)c3ccc(Br)cc3F)cc2)[nH]1,16000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL3326198,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(F)c(F)c(F)c3)cc2)c[nH]1,8000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4757366,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)c(Br)c(Cl)c3)cc2)c[nH]1,250.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4780738,Cc1cc(NC(=O)c2cc(Cl)cc(Cl)c2)ccc1-c1c[nH]c(N)n1.Cl,0.5,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4745862,COc1cc(-c2c[nH]c(N)n2)ccc1NC(=O)c1cc(Cl)cc(Cl)c1.Cl,4.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4789710,Cl.Nc1nc(-c2c(F)cc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2F)c[nH]1,8.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4742077,Cc1cc(-c2c[nH]c(N)n2)ccc1NC(=O)c1cc(Cl)cc(Cl)c1.Cl,1.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4752258,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2F)c[nH]1,0.25,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4798402,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2Cl)c[nH]1,0.5,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4793986,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Br)cc(Br)c3)cc2F)c[nH]1,8.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4780957,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2F)c[nH]1,0.5,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4779525,Cl.Nc1nc(-c2ccc(NC(=O)Nc3ccc(Cl)c(Cl)c3)cc2)c[nH]1,0.0625,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 20 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL3326194,Cl.Nc1nc(-c2ccc(NC(=O)c3c(Cl)cc(Cl)cc3Cl)cc2)c[nH]1,8000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 25 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4742076,Cl.Nc1nc(-c2ccc(NC(=O)c3cccc(Cl)c3)cc2)c[nH]1,16000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL3326191,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)c[nH]1,16000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4761073,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc(Cl)c(C(F)(F)F)c3)cc2)c[nH]1,2000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4785909,Cc1ccc(C(=O)Nc2ccc(-c3c[nH]c(N)n3)cc2)cc1F.Cl,1000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL3326203,Cl.Nc1ncc(-c2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2)[nH]1,4000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL3326194,Cl.Nc1nc(-c2ccc(NC(=O)c3c(Cl)cc(Cl)cc3Cl)cc2)c[nH]1,32000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL3326202,Cl.Nc1ncc(-c2ccc(NC(=O)c3ccc(Br)cc3F)cc2)[nH]1,32000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL3326198,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(F)c(F)c(F)c3)cc2)c[nH]1,32000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4757366,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)c(Br)c(Cl)c3)cc2)c[nH]1,250.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4745862,COc1cc(-c2c[nH]c(N)n2)ccc1NC(=O)c1cc(Cl)cc(Cl)c1.Cl,16.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4780738,Cc1cc(NC(=O)c2cc(Cl)cc(Cl)c2)ccc1-c1c[nH]c(N)n1.Cl,8.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4742077,Cc1cc(-c2c[nH]c(N)n2)ccc1NC(=O)c1cc(Cl)cc(Cl)c1.Cl,16.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4752258,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2F)c[nH]1,0.5,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4798402,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2Cl)c[nH]1,8.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4793986,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Br)cc(Br)c3)cc2F)c[nH]1,16.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4780957,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2F)c[nH]1,0.5,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4788680,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc(C(F)(F)F)c(Cl)c3)cc2F)c[nH]1,8.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4746425,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc(Cl)c(C(F)(F)F)c3)cc2F)c[nH]1,2.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4779525,Cl.Nc1nc(-c2ccc(NC(=O)Nc3ccc(Cl)c(Cl)c3)cc2)c[nH]1,0.25,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4783484,Cc1ccc(C(=O)Nc2ccc(-c3c[nH]c(N)n3)cc2)cc1Cl.Cl,16000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4785909,Cc1ccc(C(=O)Nc2ccc(-c3c[nH]c(N)n3)cc2)cc1F.Cl,16000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4752258,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2F)c[nH]1,8.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4780957,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2F)c[nH]1,8.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4793208,Cl.Nc1nc(-c2ccc(NC(=O)Nc3cc(Br)cc(Br)c3)cc2)c[nH]1,4.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4761613,Cl.Nc1nc(-c2ccc(NC(=O)Nc3cc(Cl)cc(Cl)c3)cc2)c[nH]1,8.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4779525,Cl.Nc1nc(-c2ccc(NC(=O)Nc3ccc(Cl)c(Cl)c3)cc2)c[nH]1,8.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4761073,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc(Cl)c(C(F)(F)F)c3)cc2)c[nH]1,8000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 7.5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4785909,Cc1ccc(C(=O)Nc2ccc(-c3c[nH]c(N)n3)cc2)cc1F.Cl,4000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 7.5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL3326203,Cl.Nc1ncc(-c2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2)[nH]1,8000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 7.5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4757366,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)c(Br)c(Cl)c3)cc2)c[nH]1,8000.0,nM,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 7.5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4752258,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2F)c[nH]1,4.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 7.5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4780957,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2F)c[nH]1,1.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 7.5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4788680,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc(C(F)(F)F)c(Cl)c3)cc2F)c[nH]1,16.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 7.5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4746425,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc(Cl)c(C(F)(F)F)c3)cc2F)c[nH]1,8.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 7.5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4793208,Cl.Nc1nc(-c2ccc(NC(=O)Nc3cc(Br)cc(Br)c3)cc2)c[nH]1,0.25,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 7.5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4761613,Cl.Nc1nc(-c2ccc(NC(=O)Nc3cc(Cl)cc(Cl)c3)cc2)c[nH]1,0.5,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 7.5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4779525,Cl.Nc1nc(-c2ccc(NC(=O)Nc3ccc(Cl)c(Cl)c3)cc2)c[nH]1,2.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 7.5 uM incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL3326192,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2)c[nH]1,100000.0,nM,Antibacterial activity against Acinetobacter baumannii AB5075 assessed as reduction in microbial growth by CLSI based microdilution method
CHEMBL3545606,Nc1ncc(-c2ccc(NC(=O)c3cc(Br)cc(Br)c3)cc2)[nH]1,100000.0,nM,Antibacterial activity against Acinetobacter baumannii AB5075 assessed as reduction in microbial growth by CLSI based microdilution method
CHEMBL3326192,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2)c[nH]1,2.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM by CLSI based microdilution method (Rvb = 32 ug/ml)
CHEMBL3545606,Nc1ncc(-c2ccc(NC(=O)c3cc(Br)cc(Br)c3)cc2)[nH]1,2.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 10 uM by CLSI based microdilution method (Rvb = 32 ug/ml)
CHEMBL3326192,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2)c[nH]1,0.25,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 30 uM by CLSI based microdilution method (Rvb = 32 ug/ml)
CHEMBL3545606,Nc1ncc(-c2ccc(NC(=O)c3cc(Br)cc(Br)c3)cc2)[nH]1,0.25,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 30 uM by CLSI based microdilution method (Rvb = 32 ug/ml)
CHEMBL4789710,Cl.Nc1nc(-c2c(F)cc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2F)c[nH]1,4.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 30 ug/ml incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4784823,Cc1cc(C)cc(C(=O)Nc2ccc(-c3c[nH]c(N)n3)cc2)c1.Cl,2.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 30 ug/ml incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL1084054,Cl.Nc1ncc(-c2ccc(NC(=O)c3cc(F)cc(F)c3)cc2)[nH]1,4.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 30 ug/ml incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4745862,COc1cc(-c2c[nH]c(N)n2)ccc1NC(=O)c1cc(Cl)cc(Cl)c1.Cl,0.5,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 30 ug/ml incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4780738,Cc1cc(NC(=O)c2cc(Cl)cc(Cl)c2)ccc1-c1c[nH]c(N)n1.Cl,0.5,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 30 ug/ml incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4742077,Cc1cc(-c2c[nH]c(N)n2)ccc1NC(=O)c1cc(Cl)cc(Cl)c1.Cl,0.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 30 ug/ml incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4783543,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)c(Cl)c2)c[nH]1,8.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 30 ug/ml incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4747268,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)c(F)c2)c[nH]1,16.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 30 ug/ml incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4752258,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2F)c[nH]1,0.5,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 30 ug/ml incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4798402,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2Cl)c[nH]1,0.5,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 30 ug/ml incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4793986,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Br)cc(Br)c3)cc2F)c[nH]1,2.0,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 30 ug/ml incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4780957,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2F)c[nH]1,0.5,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 30 ug/ml incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL4779525,Cl.Nc1nc(-c2ccc(NC(=O)Nc3ccc(Cl)c(Cl)c3)cc2)c[nH]1,0.0625,ug.mL-1,Potentiation of clarithromycin-induced antibacterial activity against Acinetobacter baumannii AB5075 assessed as clarithromycin MIC at 30 ug/ml incubated for 16 hrs by broth microdilution method (Rvb = 32 ug/ml)
CHEMBL1741,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,32.0,ug.mL-1,Antibacterial activity against Acinetobacter baumannii AB5075 assessed as reduction in microbial growth incubated for 16 hrs by broth microdilution method
CHEMBL4742076,Cl.Nc1nc(-c2ccc(NC(=O)c3cccc(Cl)c3)cc2)c[nH]1,200000.0,nM,Antibacterial activity against Acinetobacter baumannii AB5075 assessed as reduction in microbial growth incubated for 16 hrs by broth microdilution method
CHEMBL3326191,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)c[nH]1,200000.0,nM,Antibacterial activity against Acinetobacter baumannii AB5075 assessed as reduction in microbial growth incubated for 16 hrs by broth microdilution method
CHEMBL4783484,Cc1ccc(C(=O)Nc2ccc(-c3c[nH]c(N)n3)cc2)cc1Cl.Cl,25000.0,nM,Antibacterial activity against Acinetobacter baumannii AB5075 assessed as reduction in microbial growth incubated for 16 hrs by broth microdilution method
CHEMBL4761073,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc(Cl)c(C(F)(F)F)c3)cc2)c[nH]1,100000.0,nM,Antibacterial activity against Acinetobacter baumannii AB5075 assessed as reduction in microbial growth incubated for 16 hrs by broth microdilution method
CHEMBL4785909,Cc1ccc(C(=O)Nc2ccc(-c3c[nH]c(N)n3)cc2)cc1F.Cl,50000.0,nM,Antibacterial activity against Acinetobacter baumannii AB5075 assessed as reduction in microbial growth incubated for 16 hrs by broth microdilution method
CHEMBL3326203,Cl.Nc1ncc(-c2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2)[nH]1,100000.0,nM,Antibacterial activity against Acinetobacter baumannii AB5075 assessed as reduction in microbial growth incubated for 16 hrs by broth microdilution method
CHEMBL3326194,Cl.Nc1nc(-c2ccc(NC(=O)c3c(Cl)cc(Cl)cc3Cl)cc2)c[nH]1,100000.0,nM,Antibacterial activity against Acinetobacter baumannii AB5075 assessed as reduction in microbial growth incubated for 16 hrs by broth microdilution method
CHEMBL3326202,Cl.Nc1ncc(-c2ccc(NC(=O)c3ccc(Br)cc3F)cc2)[nH]1,200000.0,nM,Antibacterial activity against Acinetobacter baumannii AB5075 assessed as reduction in microbial growth incubated for 16 hrs by broth microdilution method
CHEMBL3326198,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(F)c(F)c(F)c3)cc2)c[nH]1,100000.0,nM,Antibacterial activity against Acinetobacter baumannii AB5075 assessed as reduction in microbial growth incubated for 16 hrs by broth microdilution method
CHEMBL4757366,Cl.Nc1nc(-c2ccc(NC(=O)c3cc(Cl)c(Br)c(Cl)c3)cc2)c[nH]1,200000.0,nM,Antibacterial activity against Acinetobacter baumannii AB5075 assessed as reduction in microbial growth incubated for 16 hrs by broth microdilution method
CHEMBL4745862,COc1cc(-c2c[nH]c(N)n2)ccc1NC(=O)c1cc(Cl)cc(Cl)c1.Cl,100000.0,nM,Antibacterial activity against Acinetobacter baumannii AB5075 assessed as reduction in microbial growth incubated for 16 hrs by broth microdilution method
CHEMBL4780738,Cc1cc(NC(=O)c2cc(Cl)cc(Cl)c2)ccc1-c1c[nH]c(N)n1.Cl,200000.0,nM,Antibacterial activity against Acinetobacter baumannii AB5075 assessed as reduction in microbial growth incubated for 16 hrs by broth microdilution method
